stationId,imageDate,imgPath,humidity,temperature C 2m
1148-1,24/11/2018 15:02,1148-1/33/1543071733_1148-1.jpg,92.3,5.4
1061-0,1/12/2018 9:50,1061-0/42/1543657842_1061-0.jpg,67.0,-7.2
1243-0,26/11/2018 10:25,1243-0/27/1543227927_1243-0.jpg,99.9,0.9
1229-0,13/11/2018 14:11,1229-0/03/1542118303_1229-0.jpg,98.8,12.2
1200-2,7/03/2019 9:50,1200-2/34/1551952234_1200-2.jpg,42.5,13.3
1431-0,29/12/2018 8:52,1431-0/20/1546073520_1431-0.jpg,91.3,3.9
1241-0,14/11/2018 15:05,1241-0/16/1542207916_1241-0.jpg,96.1,7.0
146-0,12/03/2019 9:50,146-0/01/1552384201_146-0.jpg,68.9,2.4
1248-0,18/12/2018 10:25,1248-0/26/1545128726_1248-0.jpg,76.0,2.5
1059-0,13/03/2019 10:50,1059-0/09/1552474209_1059-0.jpg,50.0,2.6
1463-0,1/12/2018 10:45,1463-0/01/1543661101_1463-0.jpg,75.6,-5.2
1250-0,17/12/2018 10:45,1250-0/43/1545043543_1250-0.jpg,87.0,-4.8
1480-0,16/02/2019 13:35,1480-0/03/1550324103_1480-0.jpg,41.9,10.4
1453-1,10/03/2019 11:29,1453-1/81/1552217381_1453-1.jpg,43.6,8.4
1233-0,11/03/2019 8:51,1233-0/02/1552294302_1233-0.jpg,99.9,1.2
1345-0,1/03/2019 14:05,1345-0/22/1551449122_1345-0.jpg,79.7,3.6
1087-0,6/03/2019 11:55,1087-0/29/1551873329_1087-0.jpg,63.6,11.5
1181-1,28/02/2019 9:35,1181-1/12/1551346512_1181-1.jpg,39.6,12.0
1161-0,9/02/2019 14:05,1161-0/34/1549721134_1161-0.jpg,99.9,6.9
1215-0,7/02/2019 9:45,1215-0/35/1549532735_1215-0.jpg,82.5,-1.1
1200-2,22/11/2018 11:50,1200-2/08/1542887408_1200-2.jpg,99.2,1.1
1492-1,16/02/2019 13:05,1492-1/29/1550322329_1492-1.jpg,50.2,12.8
1432-0,25/12/2018 11:35,1432-0/02/1545737702_1432-0.jpg,92.8,0.4
1001-0,9/03/2019 15:13,1001-0/84/1552144384_1001-0.jpg,99.9,5.6
1031-0,15/11/2018 11:55,1031-0/09/1542282909_1031-0.jpg,99.9,6.8
1490-1,9/02/2019 10:53,1490-1/83/1549709583_1490-1.jpg,75.8,4.0
1248-0,20/11/2018 8:05,1248-0/17/1542701117_1248-0.jpg,82.0,0.8
1488-0,6/03/2019 7:55,1488-0/32/1551858932_1488-0.jpg,87.0,3.2
1248-1,31/12/2018 12:10,1248-1/30/1546258230_1248-1.jpg,77.0,2.6
1001-0,29/12/2018 12:53,1001-0/80/1546087980_1001-0.jpg,94.5,3.5
1082-0,14/12/2018 10:45,1082-0/12/1544784312_1082-0.jpg,86.6,-1.1
1247-0,20/11/2018 13:05,1247-0/28/1542719128_1247-0.jpg,83.0,0.0
1161-1,29/11/2018 14:25,1161-1/11/1543501511_1161-1.jpg,80.6,-1.9
1488-1,17/11/2018 12:15,1488-1/04/1542456904_1488-1.jpg,41.7,2.6
1031-1,25/02/2019 10:20,1031-1/13/1551090013_1031-1.jpg,96.5,4.6
146-1,24/11/2018 13:30,146-1/01/1543066201_146-1.jpg,86.4,5.8
1426-0,28/12/2018 13:12,1426-0/23/1546002723_1426-0.jpg,86.9,5.4
134-0,9/03/2019 8:33,134-0/80/1552120380_134-0.jpg,72.9,7.0
1256-1,8/02/2019 12:25,1256-1/21/1549628721_1256-1.jpg,67.9,6.5
1200-2,21/02/2019 12:41,1200-2/60/1550752860_1200-2.jpg,57.6,9.8
1490-0,17/11/2018 14:03,1490-0/38/1542463438_1490-0.jpg,0.0,0.0
1031-1,5/12/2018 14:15,1031-1/19/1544019319_1031-1.jpg,88.9,4.3
103-0,6/02/2019 9:11,103-0/65/1549444265_103-0.jpg,86.1,2.1
1266-1,13/03/2019 14:16,1266-1/64/1552486564_1266-1.jpg,81.8,4.2
1266-1,22/12/2018 14:10,1266-1/36/1545487836_1266-1.jpg,99.9,5.0
130-0,6/12/2018 12:50,130-0/01/1544100601_130-0.jpg,99.3,0.3
1059-1,6/02/2019 13:30,1059-1/13/1549459813_1059-1.jpg,57.3,-0.2
1266-1,3/02/2019 12:33,1266-1/80/1549197180_1266-1.jpg,80.0,6.3
1093-0,10/03/2019 16:12,1093-0/59/1552234359_1093-0.jpg,75.3,6.1
137-0,15/12/2018 13:30,137-0/13/1544880613_137-0.jpg,81.8,1.0
1229-0,8/02/2019 8:22,1229-0/37/1549614137_1229-0.jpg,96.6,1.7
1236-0,28/02/2019 11:49,1236-0/64/1551354564_1236-0.jpg,42.8,12.9
1240-0,28/12/2018 14:10,1240-0/27/1546006227_1240-0.jpg,97.6,4.6
150-1,4/12/2018 12:14,150-1/58/1543925658_150-1.jpg,80.0,7.7
1061-0,22/02/2019 8:33,1061-0/93/1550824393_1061-0.jpg,99.0,-2.5
1248-0,31/12/2018 10:05,1248-0/26/1546250726_1248-0.jpg,82.0,2.7
1161-1,25/12/2018 9:05,1161-1/36/1545728736_1161-1.jpg,99.9,1.6
1085-0,13/03/2019 7:30,1085-0/10/1552462210_1085-0.jpg,89.0,3.3
1235-0,20/11/2018 10:50,1235-0/17/1542711017_1235-0.jpg,99.5,-1.3
1094-1,25/11/2018 9:47,1094-1/59/1543139259_1094-1.jpg,95.7,6.8
1067-1,19/11/2018 9:07,1067-1/57/1542618457_1067-1.jpg,90.4,4.3
1229-0,21/11/2018 9:28,1229-0/19/1542792519_1229-0.jpg,99.8,-1.7
1489-0,9/03/2019 16:12,1489-0/59/1552147959_1489-0.jpg,77.0,7.6
1239-0,5/03/2019 9:55,1239-0/51/1551779751_1239-0.jpg,51.5,7.7
1157-0,25/02/2019 13:25,1157-0/54/1551101154_1157-0.jpg,44.0,10.4
1454-0,9/03/2019 13:32,1454-0/59/1552138359_1454-0.jpg,91.3,7.1
137-0,22/02/2019 12:05,137-0/08/1550837108_137-0.jpg,40.9,-1.5
1093-1,28/11/2018 8:07,1093-1/58/1543392458_1093-1.jpg,95.8,-3.0
1452-1,26/12/2018 9:10,1452-1/03/1545815403_1452-1.jpg,89.0,4.2
1266-0,9/03/2019 15:33,1266-0/80/1552145580_1266-0.jpg,0.0,6.0
1249-0,29/11/2018 14:01,1249-0/10/1543500110_1249-0.jpg,57.0,-1.3
104-0,30/11/2018 9:30,104-0/30/1543570230_104-0.jpg,62.8,-5.2
101-0,12/02/2019 13:14,101-0/40/1549977240_101-0.jpg,71.7,2.6
1437-1,2/03/2019 7:32,1437-1/20/1551511920_1437-1.jpg,58.1,-1.2
1090-0,27/12/2018 14:32,1090-0/58/1545921158_1090-0.jpg,99.4,6.9
1243-0,1/03/2019 10:11,1243-0/89/1551435089_1243-0.jpg,69.7,4.4
1251-1,24/02/2019 12:08,1251-1/83/1551010083_1251-1.jpg,47.0,2.8
1154-1,9/02/2019 13:25,1154-1/40/1549718740_1154-1.jpg,99.9,5.1
1249-1,22/02/2019 14:09,1249-1/94/1550844594_1249-1.jpg,38.0,0.2
1380-0,25/12/2018 9:30,1380-0/53/1545730253_1380-0.jpg,99.8,-2.1
1426-1,6/03/2019 16:12,1426-1/27/1551888727_1426-1.jpg,96.5,4.8
1432-1,4/12/2018 10:35,1432-1/33/1543919733_1432-1.jpg,99.2,6.7
1256-1,25/12/2018 13:23,1256-1/99/1545744199_1256-1.jpg,98.6,0.5
1154-1,24/12/2018 12:25,1154-1/07/1545654307_1154-1.jpg,98.8,0.3
1255-0,24/12/2018 14:30,1255-0/10/1545661810_1255-0.jpg,81.1,0.5
1156-1,11/03/2019 13:25,1156-1/11/1552310711_1156-1.jpg,76.5,5.1
1082-1,20/11/2018 10:05,1082-1/31/1542708331_1082-1.jpg,75.1,2.2
1453-0,9/02/2019 12:27,1453-0/27/1549715227_1453-0.jpg,55.6,6.0
1452-1,12/12/2018 10:50,1452-1/03/1544611803_1452-1.jpg,82.5,2.5
1166-0,10/03/2019 14:16,1166-0/72/1552227372_1166-0.jpg,86.7,4.9
137-0,13/03/2019 8:54,137-0/40/1552467240_137-0.jpg,54.6,4.1
1256-0,26/02/2019 10:41,1256-0/02/1551177702_1256-0.jpg,63.8,8.9
1488-1,1/03/2019 7:35,1488-1/29/1551425729_1488-1.jpg,91.2,0.9
1244-0,20/12/2018 13:50,1244-0/26/1545313826_1244-0.jpg,97.0,-1.7
1463-1,11/03/2019 7:25,1463-1/11/1552289111_1463-1.jpg,94.4,1.7
1001-0,13/03/2019 15:34,1001-0/44/1552491244_1001-0.jpg,84.7,5.0
1492-0,16/11/2018 8:45,1492-0/00/1542357900_1492-0.jpg,99.9,4.4
1464-1,11/02/2019 10:35,1464-1/01/1549881301_1464-1.jpg,8.8,3.8
1497-0,28/02/2019 8:20,1497-0/29/1551342029_1497-0.jpg,57.6,9.5
1215-1,5/12/2018 11:25,1215-1/27/1544009127_1215-1.jpg,88.5,4.3
1490-0,6/12/2018 10:27,1490-0/27/1544092027_1490-0.jpg,0.0,0.0
1345-0,12/11/2018 13:25,1345-0/26/1542029126_1345-0.jpg,82.0,13.2
1181-0,9/03/2019 11:26,1181-0/60/1552130760_1181-0.jpg,35.3,11.4
1163-1,25/11/2018 12:05,1163-1/23/1543147523_1163-1.jpg,99.9,3.1
101-0,1/02/2019 12:33,101-0/85/1549024385_101-0.jpg,89.1,-0.5
1233-0,6/02/2019 9:27,1233-0/22/1549445222_1233-0.jpg,99.7,1.6
1480-1,22/12/2018 12:55,1480-1/03/1545483303_1480-1.jpg,94.3,7.9
1497-0,21/11/2018 10:16,1497-0/82/1542795382_1497-0.jpg,90.6,0.1
150-0,3/12/2018 9:36,150-0/81/1543829781_150-0.jpg,85.8,5.2
1001-0,1/02/2019 9:14,1001-0/40/1549012440_1001-0.jpg,99.9,-1.0
1463-0,10/12/2018 10:05,1463-0/00/1544436300_1463-0.jpg,87.7,4.2
1154-0,13/11/2018 9:45,1154-0/13/1542102313_1154-0.jpg,99.9,10.1
1256-1,3/02/2019 12:05,1256-1/03/1549195503_1256-1.jpg,96.7,5.6
1200-1,27/11/2018 13:10,1200-1/09/1543324209_1200-1.jpg,79.5,0.2
1480-0,15/11/2018 12:30,1480-0/13/1542285013_1480-0.jpg,81.0,8.5
1093-1,13/11/2018 12:07,1093-1/58/1542110858_1093-1.jpg,49.1,16.6
141-0,30/12/2018 9:53,141-0/80/1546163580_141-0.jpg,97.2,4.5
119-0,12/03/2019 8:32,119-0/25/1552379525_119-0.jpg,64.2,2.2
1094-0,3/03/2019 12:12,1094-0/59/1551615159_1094-0.jpg,48.3,10.0
130-0,30/12/2018 13:13,130-0/80/1546175580_130-0.jpg,99.3,4.5
1490-1,3/12/2018 14:08,1490-1/32/1543846132_1490-1.jpg,0.0,0.0
1059-0,6/12/2018 13:50,1059-0/28/1544104228_1059-0.jpg,71.9,-1.5
1266-0,6/12/2018 10:49,1266-0/63/1544093363_1266-0.jpg,99.9,-1.8
1088-0,27/12/2018 10:15,1088-0/16/1545905716_1088-0.jpg,99.1,5.9
146-0,16/11/2018 10:05,146-0/00/1542362700_146-0.jpg,79.5,4.1
1432-1,13/03/2019 8:20,1432-1/10/1552465210_1432-1.jpg,63.7,3.0
1157-0,8/03/2019 15:05,1157-0/26/1552057526_1157-0.jpg,34.5,14.5
1193-1,9/03/2019 12:34,1193-1/41/1552134841_1193-1.jpg,0.0,0.0
1345-0,2/12/2018 9:25,1345-0/30/1543742730_1345-0.jpg,91.2,0.9
1249-1,21/12/2018 11:46,1249-1/80/1545392780_1249-1.jpg,76.0,4.1
1256-1,15/11/2018 7:41,1256-1/95/1542267695_1256-1.jpg,98.6,6.7
134-1,12/03/2019 16:14,134-1/43/1552407243_134-1.jpg,60.2,3.1
1499-0,9/03/2019 7:25,1499-0/23/1552116323_1499-0.jpg,86.3,5.5
1453-0,13/11/2018 12:23,1453-0/97/1542111797_1453-0.jpg,0.0,0.0
1031-1,10/02/2019 12:40,1031-1/08/1549802408_1031-1.jpg,91.7,6.2
1499-0,9/03/2019 12:24,1499-0/72/1552134272_1499-0.jpg,49.1,11.6
1085-1,27/12/2018 11:25,1085-1/28/1545909928_1085-1.jpg,89.0,2.6
1345-0,31/12/2018 10:25,1345-0/41/1546251941_1345-0.jpg,91.6,3.3
122-0,31/12/2018 11:34,122-0/40/1546256040_122-0.jpg,79.8,3.9
1059-0,7/03/2019 16:10,1059-0/07/1551975007_1059-0.jpg,52.2,9.8
1061-0,11/12/2018 11:30,1061-0/28/1544527828_1061-0.jpg,99.0,3.0
1454-0,11/03/2019 8:32,1454-0/58/1552293158_1454-0.jpg,99.9,1.8
1093-1,7/02/2019 12:27,1093-1/60/1549542460_1093-1.jpg,40.8,7.1
1249-1,12/03/2019 11:09,1249-1/96/1552388996_1249-1.jpg,51.0,4.2
1181-1,8/03/2019 13:13,1181-1/96/1552050796_1181-1.jpg,32.3,14.3
1061-0,9/02/2019 11:53,1061-0/86/1549713186_1061-0.jpg,99.0,5.1
1234-0,16/02/2019 12:55,1234-0/03/1550321703_1234-0.jpg,40.6,11.2
1490-1,1/03/2019 7:32,1490-1/22/1551425522_1490-1.jpg,90.3,2.1
1082-1,27/11/2018 11:25,1082-1/31/1543317931_1082-1.jpg,76.7,-2.0
1229-0,8/12/2018 9:08,1229-0/83/1544260083_1229-0.jpg,99.9,5.5
1428-0,1/02/2019 12:32,1428-0/20/1549024320_1428-0.jpg,86.2,1.1
1464-1,12/11/2018 11:12,1464-1/23/1542021123_1464-1.jpg,0.0,12.7
1380-0,8/02/2019 11:34,1380-0/42/1549625642_1380-0.jpg,99.5,4.5
1200-1,19/11/2018 11:30,1200-1/09/1542627009_1200-1.jpg,96.4,0.1
137-0,11/03/2019 10:12,137-0/20/1552299120_137-0.jpg,52.3,4.3
1088-0,1/02/2019 14:55,1088-0/35/1549032935_1088-0.jpg,89.5,1.4
1194-1,30/11/2018 8:04,1194-1/91/1543565091_1194-1.jpg,68.0,-6.1
1074-1,27/11/2018 14:04,1074-1/98/1543327498_1074-1.jpg,85.0,3.1
1256-1,10/12/2018 10:45,1256-1/06/1544438706_1256-1.jpg,83.9,3.6
1345-0,22/11/2018 10:45,1345-0/35/1542883535_1345-0.jpg,87.4,-0.2
1428-0,27/02/2019 9:12,1428-0/33/1551258733_1428-0.jpg,75.6,5.1
103-0,24/02/2019 9:02,103-0/34/1550998934_103-0.jpg,58.1,1.8
1173-0,14/02/2019 14:34,1173-0/40/1550154840_1173-0.jpg,99.9,7.7
1464-1,15/11/2018 14:10,1464-1/21/1542291021_1464-1.jpg,0.0,7.5
1232-0,10/03/2019 15:33,1232-0/93/1552231993_1232-0.jpg,99.3,5.2
122-0,8/03/2019 10:54,122-0/44/1552042444_122-0.jpg,0.0,11.2
1464-0,13/12/2018 9:35,1464-0/00/1544693700_1464-0.jpg,93.1,-0.4
1463-1,16/12/2018 10:25,1463-1/32/1544955932_1463-1.jpg,99.9,-0.8
1488-0,6/03/2019 12:55,1488-0/33/1551876933_1488-0.jpg,51.5,8.1
1156-0,28/02/2019 14:45,1156-0/19/1551365119_1156-0.jpg,61.6,9.5
1092-1,25/11/2018 8:00,1092-1/16/1543132816_1092-1.jpg,99.9,3.5
1432-1,8/03/2019 9:55,1432-1/09/1552038909_1432-1.jpg,44.9,12.7
1090-0,20/11/2018 14:47,1090-0/59/1542725259_1090-0.jpg,82.1,3.5
1345-0,3/02/2019 9:25,1345-0/18/1549185918_1345-0.jpg,99.9,1.3
1432-1,11/02/2019 10:15,1432-1/15/1549880115_1432-1.jpg,79.1,5.3
1498-0,26/12/2018 9:45,1498-0/05/1545817505_1498-0.jpg,87.3,5.8
1092-0,15/11/2018 9:40,1092-0/11/1542274811_1092-0.jpg,99.9,5.9
1380-0,28/02/2019 14:54,1380-0/45/1551365645_1380-0.jpg,99.5,8.7
1247-1,2/12/2018 9:45,1247-1/41/1543743941_1247-1.jpg,77.0,1.1
1067-0,8/03/2019 9:17,1067-0/59/1552036659_1067-0.jpg,89.0,7.0
1154-1,8/12/2018 8:25,1154-1/31/1544257531_1154-1.jpg,99.9,5.9
1492-0,17/12/2018 13:45,1492-0/27/1545054327_1492-0.jpg,99.9,-1.4
1233-0,21/11/2018 13:11,1233-0/79/1542805879_1233-0.jpg,99.7,-1.2
1241-0,22/12/2018 9:30,1241-0/50/1545471050_1241-0.jpg,88.6,6.9
1233-0,30/12/2018 13:11,1233-0/92/1546175492_1233-0.jpg,99.9,2.8
100-0,3/03/2019 9:12,100-0/35/1551604335_100-0.jpg,73.5,9.1
1156-1,17/02/2019 15:25,1156-1/23/1550417123_1156-1.jpg,98.8,8.2
1480-1,25/02/2019 11:35,1480-1/03/1551094503_1480-1.jpg,58.0,8.2
1452-1,1/02/2019 13:53,1452-1/80/1549029180_1452-1.jpg,88.3,0.6
1059-1,28/12/2018 10:50,1059-1/30/1545994230_1059-1.jpg,82.2,2.4
1092-0,4/12/2018 13:40,1092-0/07/1543930807_1092-0.jpg,64.3,7.2
1239-0,13/12/2018 8:50,1239-0/23/1544691023_1239-0.jpg,98.5,0.0
1496-0,9/03/2019 11:37,1496-0/79/1552131479_1496-0.jpg,67.9,10.0
1059-1,10/12/2018 10:50,1059-1/31/1544439031_1059-1.jpg,79.5,0.2
101-0,8/02/2019 11:34,101-0/40/1549625640_101-0.jpg,76.7,4.9
1488-1,25/11/2018 14:35,1488-1/03/1543156503_1488-1.jpg,95.4,4.9
1193-0,25/02/2019 9:49,1193-0/43/1551088143_1193-0.jpg,73.8,5.2
1114-0,3/12/2018 10:30,1114-0/29/1543833029_1114-0.jpg,99.4,6.4
134-1,12/03/2019 11:52,134-1/23/1552391523_134-1.jpg,48.4,4.1
1200-2,31/12/2018 13:30,1200-2/38/1546263038_1200-2.jpg,91.5,3.2
1237-0,3/03/2019 13:55,1237-0/48/1551621348_1237-0.jpg,71.8,9.3
1181-1,18/12/2018 11:46,1181-1/18/1545133618_1181-1.jpg,92.4,0.7
1148-0,24/02/2019 10:15,1148-0/35/1551003335_1148-0.jpg,57.6,-1.8
123-0,29/12/2018 10:14,123-0/40/1546078440_123-0.jpg,98.0,2.9
1074-0,24/12/2018 11:30,1074-0/25/1545651025_1074-0.jpg,99.4,1.1
1236-0,3/03/2019 8:48,1236-0/93/1551602893_1236-0.jpg,99.3,5.8
1087-0,10/03/2019 8:55,1087-0/26/1552208126_1087-0.jpg,69.9,11.5
1492-1,22/11/2018 10:45,1492-1/00/1542883500_1492-1.jpg,95.9,0.4
1266-1,22/11/2018 13:43,1266-1/32/1542894232_1266-1.jpg,90.6,-1.6
1251-0,17/02/2019 10:45,1251-0/22/1550400322_1251-0.jpg,38.0,11.8
1454-0,7/03/2019 9:52,1454-0/59/1551952359_1454-0.jpg,56.6,10.9
1463-0,7/12/2018 9:25,1463-0/00/1544174700_1463-0.jpg,99.9,8.2
1499-0,9/02/2019 14:42,1499-0/35/1549723335_1499-0.jpg,53.8,10.8
1094-1,1/03/2019 9:12,1094-1/58/1551431558_1094-1.jpg,76.0,3.1
1480-1,20/11/2018 10:30,1480-1/09/1542709809_1480-1.jpg,87.4,-0.9
1463-0,3/03/2019 11:45,1463-0/16/1551613516_1463-0.jpg,92.9,8.4
1085-1,22/02/2019 14:15,1085-1/23/1550844923_1085-1.jpg,91.7,-3.5
1059-0,12/11/2018 11:05,1059-0/22/1542020722_1059-0.jpg,51.1,16.0
1452-0,9/03/2019 13:34,1452-0/40/1552138440_1452-0.jpg,0.0,0.0
1491-0,15/02/2019 13:52,1491-0/24/1550238724_1491-0.jpg,85.3,7.6
1251-0,22/11/2018 12:41,1251-0/77/1542890477_1251-0.jpg,92.0,-0.2
1238-0,5/03/2019 11:35,1238-0/40/1551785740_1238-0.jpg,81.2,5.2
147-0,25/02/2019 11:54,147-0/52/1551095652_147-0.jpg,99.9,3.1
1491-0,9/03/2019 11:13,1491-0/83/1552129983_1491-0.jpg,48.1,11.7
1090-0,15/11/2018 12:07,1090-0/59/1542283659_1090-0.jpg,99.4,10.4
1431-0,24/12/2018 14:30,1431-0/01/1545661801_1431-0.jpg,72.5,0.1
1235-0,7/02/2019 9:55,1235-0/07/1549533307_1235-0.jpg,55.3,4.0
1452-0,9/02/2019 11:13,1452-0/80/1549710780_1452-0.jpg,68.8,4.2
1243-0,30/11/2018 9:45,1243-0/47/1543571147_1243-0.jpg,53.1,-3.9
1490-0,1/03/2019 14:52,1490-0/22/1551451922_1490-0.jpg,49.8,5.7
1248-0,17/12/2018 8:30,1248-0/31/1545035431_1248-0.jpg,83.0,-3.4
1193-0,15/12/2018 12:50,1193-0/00/1544878200_1193-0.jpg,85.5,0.9
1241-0,20/12/2018 12:50,1241-0/22/1545310222_1241-0.jpg,92.8,-1.5
1238-0,12/02/2019 12:30,1238-0/27/1549974627_1238-0.jpg,72.7,1.0
1488-0,28/02/2019 9:17,1488-0/32/1551345432_1488-0.jpg,50.5,10.0
1250-0,13/02/2019 9:25,1250-0/22/1550049922_1250-0.jpg,61.0,2.2
119-1,7/03/2019 13:52,119-1/25/1551966725_119-1.jpg,48.0,13.4
1380-0,8/02/2019 9:31,1380-0/80/1549618280_1380-0.jpg,99.5,3.0
1243-0,17/11/2018 13:50,1243-0/22/1542462622_1243-0.jpg,46.8,2.4
1215-0,16/11/2018 14:05,1215-0/02/1542377102_1215-0.jpg,83.5,3.8
1492-1,13/02/2019 14:45,1492-1/25/1550069125_1492-1.jpg,99.8,6.9
1166-0,26/02/2019 8:58,1166-0/88/1551171488_1166-0.jpg,87.9,7.0
1498-0,16/11/2018 10:02,1498-0/30/1542362530_1498-0.jpg,93.0,6.8
1431-1,23/12/2018 13:50,1431-1/01/1545573001_1431-1.jpg,69.7,3.3
1194-1,12/12/2018 12:29,1194-1/76/1544617776_1194-1.jpg,98.1,1.0
1497-0,2/02/2019 13:38,1497-0/17/1549114717_1497-0.jpg,95.9,2.9
1247-0,6/12/2018 8:50,1247-0/37/1544086237_1247-0.jpg,64.0,0.3
1093-1,23/11/2018 9:07,1093-1/59/1542964059_1093-1.jpg,92.0,0.9
1428-0,9/03/2019 10:12,1428-0/20/1552126320_1428-0.jpg,52.2,11.0
1437-0,16/02/2019 10:52,1437-0/21/1550314321_1437-0.jpg,95.7,4.4
1452-0,5/12/2018 10:10,1452-0/22/1544004622_1452-0.jpg,83.5,2.4
1453-1,23/02/2019 11:31,1453-1/64/1550921464_1453-1.jpg,37.1,-1.0
1233-0,20/02/2019 13:53,1233-0/23/1550670823_1233-0.jpg,99.4,6.0
146-1,2/03/2019 12:25,146-1/01/1551529501_146-1.jpg,59.8,2.9
1148-1,15/12/2018 9:45,1148-1/01/1544867101_1148-1.jpg,87.0,-4.1
1031-0,23/11/2018 10:55,1031-0/17/1542970517_1031-0.jpg,99.9,1.0
1215-0,26/11/2018 9:05,1215-0/02/1543223102_1215-0.jpg,99.2,1.3
1247-1,20/11/2018 15:05,1247-1/27/1542726327_1247-1.jpg,90.0,-0.5
1215-1,1/02/2019 15:25,1215-1/37/1549034737_1215-1.jpg,95.1,-0.1
101-0,24/02/2019 11:40,101-0/24/1551008424_101-0.jpg,57.8,3.0
1428-1,8/02/2019 13:52,1428-1/22/1549633922_1428-1.jpg,65.5,6.9
1215-0,24/02/2019 10:35,1215-0/39/1551004539_1215-0.jpg,41.3,5.3
1496-0,13/12/2018 10:21,1496-0/65/1544696465_1496-0.jpg,96.9,1.3
1236-0,28/02/2019 9:15,1236-0/45/1551345345_1236-0.jpg,49.6,11.2
